view,source,target,weight,patents
assignee_cpc_group,assignee::TOSHIBA,cpc_group::C25B,35,106574607; 86048379; 93172689; 104039102; 96200627; 104037474; 101790584; 106413273; 98850824; 83773883; 111591386; 116737142; 87919716; 81386945; 96200636; 81302402; 118081624; 87919517; 86130749; 106495795; 113753877; 81386940; 108896443; 93172692; 106586888; 108863955; 108863961; 111493424; 118081631; 90361734
assignee_cpc_group,assignee::SIEMENS ENERGY,cpc_group::C25B,34,107278856; 77202004; 89744192; 77016544; 85758116; 77244658; 93813175; 82018818; 78242503; 78286428; 79296485; 75026979; 83051660; 77856561; 77856556; 85758103; 87171430; 85684691; 93812412; 84413562; 89416407; 75262842; 87171527; 97217510; 92569265; 79163034; 91738840; 85011701; 85758108; 94204081
assignee_cpc_group,assignee::TOSHIBA,cpc_group::Y02E,26,105393249; 86048379; 93172689; 104039102; 96200627; 104037474; 101790584; 106413273; 98850824; 83773883; 87919716; 81386945; 81302402; 87919517; 86130749; 106495795; 81386940; 108896443; 93172692; 108863961; 118081631; 90361734; 101790589; 101790586; 117920056; 113559831
assignee_cpc_group,assignee::SIEMENS ENERGY,cpc_group::Y02E,11,77202004; 77016544; 85758116; 77244658; 87171430; 85684691; 84413562; 75262842; 97217510; 85758108; 91085959
assignee_cpc_group,assignee::SIEMENS ENERGY,cpc_group::Y02P,10,85758116; 79296485; 85758103; 87171430; 85684691; 93812412; 79163034; 85758108; 73079791; 91085959
assignee_cpc_group,assignee::LG CHEM,cpc_group::C25B,9,113653423; 112678154; 113067654; 113653441; 112678146; 114305656; 118157483; 109306069; 113645537
assignee_cpc_group,assignee::DALIAN UNIVERSITY OF TECHNOLOGY,cpc_group::C25B,8,98749181; 80164805; 102358496; 86637940; 96169624; 108306014; 116876860; 102226793
assignee_cpc_group,assignee::KUNMING UNIVERSITY OF SCIENCE & TECHNOLOGY,cpc_group::C25B,8,100427008; 98164251; 100252610; 88204087; 105028031; 116293199; 111363754; 116434365
assignee_cpc_group,assignee::TOPSOE,cpc_group::C25B,8,64469752; 100674664; 73295054; 86310831; 86310832; 103607055; 95617533; 101955362
assignee_cpc_group,assignee::TOPSOE,cpc_group::Y02E,7,64469752; 100674664; 86310831; 86310832; 103607055; 95617533; 101955362
assignee_cpc_group,assignee::TOSHIBA,cpc_group::Y02P,7,93172689; 104039102; 104037474; 101790584; 98850824; 96200636; 93172692
assignee_cpc_group,assignee::TOYOTA MOTOR,cpc_group::C25B,7,72753605; 55016601; 44672238; 44668494; 46248577; 109304100; 118083135
assignee_cpc_group,assignee::CNRS,cpc_group::C25B,6,69060627; 73827816; 68986421; 78510702; 71292352; 92464691
assignee_cpc_group,assignee::UNIVERSITE PARIS CITE / PARIS DIDEROT,cpc_group::C25B,6,69060627; 73827816; 68986421; 78510702; 71292352; 92464691
assignee_cpc_group,assignee::ZHEJIANG UNIVERSITY,cpc_group::C25B,6,92423180; 112046649; 98666426; 89550408; 112590590; 101562974
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::C25B,5,79681795; 44789699; 116105015; 72680476; 1913318
assignee_cpc_group,assignee::IDEMITSU KOSAN,cpc_group::C25B,5,102708989; 101871166; 106316002; 110939894; 101871167
assignee_cpc_group,assignee::LG CHEM,cpc_group::C08G,5,113653423; 113067654; 113653441; 114305656; 118157483
assignee_cpc_group,assignee::LG CHEM,cpc_group::C08J,5,113653423; 113067654; 113653441; 114305656; 118157483
assignee_cpc_group,assignee::TOYOTA MOTOR,cpc_group::Y02E,5,72753605; 55016601; 44672238; 46248577; 118083135
assignee_cpc_group,assignee::TWELVE,cpc_group::C25B,5,113958355; 105156145; 85453370; 97540394; 101064694
assignee_cpc_group,assignee::TWELVE,cpc_group::Y02E,5,113958355; 105156145; 85453370; 97540394; 101064694
assignee_cpc_group,assignee::DALIAN INSTITUTE OF CHEMICAL PHYSICS CHINESE ACADEMY OF SCIENCES,cpc_group::C25B,4,105343084; 112323322; 116688896; 79181464
assignee_cpc_group,assignee::FRAUNHOFER,cpc_group::C25B,4,111220958; 116977017; 112675495; 79824105
assignee_cpc_group,assignee::HONDA MOTOR,cpc_group::C25B,4,106413270; 111586005; 101968427; 114240811
assignee_cpc_group,assignee::LINDE,cpc_group::C25B,4,82565553; 85758116; 85758103; 85758108
assignee_cpc_group,assignee::LINDE,cpc_group::Y02P,4,82565553; 85758116; 85758103; 85758108
assignee_cpc_group,assignee::SIEMENS ENERGY,cpc_group::B01D,4,77202004; 79296485; 85758103; 79163034
assignee_cpc_group,assignee::TOPSOE,cpc_group::C01B,4,94627563; 73295054; 86310831; 86310832
assignee_cpc_group,assignee::TOPSOE,cpc_group::Y02P,4,94627563; 73295054; 86310832; 95617533
assignee_cpc_group,assignee::UTILITY GLOBAL,cpc_group::C25B,4,112883886; 114398668; 115547269; 111147448
assignee_cpc_group,assignee::ZHEJIANG BAIMA LAKE LABORATORY,cpc_group::C25B,4,109766128; 108808107; 112354020; 106866991
assignee_cpc_group,assignee::ARAMCO,cpc_group::C25B,3,116476220; 94621513; 66508929
assignee_cpc_group,assignee::AVANTIUM KNOWLEDGE CENTRE,cpc_group::C25B,3,112473551; 112473553; 112473561
assignee_cpc_group,assignee::CEA - COMMISSARIAT A L ENERGIE ATOMIQUE & AUX ENERGIES ALTERNATIVES,cpc_group::C25B,3,67597001; 66367131; 84993693
assignee_cpc_group,assignee::CEA - COMMISSARIAT A L ENERGIE ATOMIQUE & AUX ENERGIES ALTERNATIVES,cpc_group::Y02E,3,67597001; 66367131; 84993693
assignee_cpc_group,assignee::CNRS,cpc_group::B01J,3,68986421; 78510702; 71292352
assignee_cpc_group,assignee::CNRS,cpc_group::C07F,3,73827816; 78510702; 71292352
assignee_cpc_group,assignee::COVESTRO,cpc_group::C25B,3,93617165; 87991721; 82742757
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::B01J,3,79681795; 72680476; 1913318
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::Y02E,3,79681795; 72680476; 1913318
assignee_cpc_group,assignee::HITACHI,cpc_group::C25B,3,101956586; 96314074; 107089672
assignee_cpc_group,assignee::INSTITUTE OF PROCESS ENGINEERING - CHINESE ACADEMY OF SCIENCES,cpc_group::C25B,3,117825503; 98666737; 116298732
assignee_cpc_group,assignee::JIANGSU UNIVERSITY,cpc_group::C25B,3,96701999; 105493992; 105437834
assignee_cpc_group,assignee::KOREA INSTITUTE OF SCIENCE & TECHNOLOGY,cpc_group::C25B,3,108851809; 116414667; 103934571
assignee_cpc_group,assignee::SIEMENS ENERGY,cpc_group::C01B,3,84413562; 92569265; 85758108
assignee_cpc_group,assignee::TOPSOE,cpc_group::C10K,3,94627563; 86310831; 86310832
assignee_cpc_group,assignee::UNIVERSITE PARIS CITE / PARIS DIDEROT,cpc_group::B01J,3,68986421; 78510702; 71292352
assignee_cpc_group,assignee::UNIVERSITE PARIS CITE / PARIS DIDEROT,cpc_group::C07F,3,73827816; 78510702; 71292352
assignee_cpc_group,assignee::ARAMCO,cpc_group::C01B,2,116476220; 66508929
assignee_cpc_group,assignee::ARAMCO,cpc_group::C07C,2,94621513; 66508929
assignee_cpc_group,assignee::ARAMCO,cpc_group::Y02E,2,94621513; 66508929
assignee_cpc_group,assignee::ARAMCO,cpc_group::Y02P,2,94621513; 66508929
assignee_cpc_group,assignee::CEA - COMMISSARIAT A L ENERGIE ATOMIQUE & AUX ENERGIES ALTERNATIVES,cpc_group::H01M,2,67597001; 66367131
assignee_cpc_group,assignee::CEA - COMMISSARIAT A L ENERGIE ATOMIQUE & AUX ENERGIES ALTERNATIVES,cpc_group::Y02P,2,67597001; 84993693
assignee_cpc_group,assignee::CERAMATEC,cpc_group::C25B,2,14919739; 67334411
assignee_cpc_group,assignee::CHANGZHOU GERUIKESI ENERGY TECHNOLOGY,cpc_group::C25B,2,118106537; 118274866
assignee_cpc_group,assignee::CNRS,cpc_group::C01B,2,78510702; 71292352
assignee_cpc_group,assignee::CNRS,cpc_group::C07D,2,78510702; 71292352
assignee_cpc_group,assignee::CNRS,cpc_group::Y02E,2,73827816; 78510702
assignee_cpc_group,assignee::COVESTRO,cpc_group::Y02P,2,93617165; 87991721
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::C07C,2,79681795; 1913318
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::G01N,2,72680476; 1913318
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::H01M,2,72680476; 1913318
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::Y02P,2,79681795; 1913318
assignee_cpc_group,assignee::ELECTROCHEMICALS ZRT,cpc_group::C25B,2,98314273; 107513925
assignee_cpc_group,assignee::HANYANG UNIVERSITY,cpc_group::C08J,2,105886055; 100582928
assignee_cpc_group,assignee::HANYANG UNIVERSITY,cpc_group::C25B,2,105886055; 100582928
assignee_cpc_group,assignee::HANYANG UNIVERSITY,cpc_group::H01M,2,105886055; 100582928
assignee_cpc_group,assignee::HANYANG UNIVERSITY,cpc_group::Y02E,2,105886055; 100582928
assignee_cpc_group,assignee::HARBIN INSTITUTE OF TECHNOLOGY,cpc_group::C25B,2,102352265; 116773798
assignee_cpc_group,assignee::HEILONGJIANG QIZHENG HIGH TECHNOLOGY MATERIAL TECHNOLOGY,cpc_group::C25B,2,108163425; 108401777
assignee_cpc_group,assignee::HONDA MOTOR,cpc_group::B01D,2,106413270; 111586005
assignee_cpc_group,assignee::HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY,cpc_group::B01D,2,102493599; 114892955
assignee_cpc_group,assignee::IDEMITSU KOSAN,cpc_group::Y02E,2,106316002; 110939894
assignee_cpc_group,assignee::INSTITUTE OF PROCESS ENGINEERING - CHINESE ACADEMY OF SCIENCES,cpc_group::Y02E,2,117825503; 116298732
assignee_cpc_group,assignee::INSTITUTE OF PROCESS ENGINEERING - CHINESE ACADEMY OF SCIENCES,cpc_group::Y02P,2,117825503; 116298732
assignee_cpc_group,assignee::JOHNS HOPKINS UNIVERSITY,cpc_group::C25B,2,115708489; 112177579
assignee_cpc_group,assignee::KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY,cpc_group::C25B,2,35372708; 115109027
assignee_cpc_group,assignee::KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY,cpc_group::Y02E,2,35372708; 115109027
assignee_cpc_group,assignee::LINDE,cpc_group::B01D,2,82565553; 85758103
assignee_cpc_group,assignee::LINDE,cpc_group::C01B,2,82565553; 85758108
assignee_cpc_group,assignee::LINDE,cpc_group::Y02E,2,85758116; 85758108
assignee_cpc_group,assignee::NINGBO INSTITUTE OF MATERIALS TECHNOLOGY & ENGINEERING - CHINESE ACADEMY OF SCIENCES,cpc_group::C25B,2,94934392; 115136805
assignee_cpc_group,assignee::NIPPON TELEGRAPH & TELEPHONE,cpc_group::C25B,2,107639787; 102808473
assignee_cpc_group,assignee::PUSAN NATIONAL UNIVERSITY INDUSTRY UNIVERSITY COOPERATION FOUNDATION,cpc_group::B01J,2,83172492; 79012090
assignee_cpc_group,assignee::PUSAN NATIONAL UNIVERSITY INDUSTRY UNIVERSITY COOPERATION FOUNDATION,cpc_group::C25B,2,83172492; 79012090
assignee_cpc_group,assignee::REGENTS OF THE UNIVERSITY OF CALIFORNIA,cpc_group::C25B,2,95502318; 114057507
assignee_cpc_group,assignee::SEKISUI CHEMICAL,cpc_group::C25B,2,106145261; 110666488
assignee_cpc_group,assignee::SHANGHAI JIAO TONG UNIVERSITY,cpc_group::C25B,2,105555372; 104914800
assignee_cpc_group,assignee::SINOPEC,cpc_group::C25B,2,92423180; 116120311
assignee_cpc_group,assignee::SOUTHEAST UNIVERSITY,cpc_group::C25B,2,87032374; 100554181
assignee_cpc_group,assignee::SOUTHWEST UNIVERSITY OF SCIENCE & TECHNOLOGY,cpc_group::C25B,2,106179974; 104081456
assignee_cpc_group,assignee::THALESNANO,cpc_group::C25B,2,98314273; 107513925
assignee_cpc_group,assignee::TOPSOE,cpc_group::B01D,2,73295054; 86310831
assignee_cpc_group,assignee::TOPSOE,cpc_group::C07C,2,64469752; 86310832
assignee_cpc_group,assignee::TOSHIBA,cpc_group::B01J,2,96200636; 90361734
assignee_cpc_group,assignee::TOSHIBA,cpc_group::C07C,2,81302402; 87919517
assignee_cpc_group,assignee::TOYOTA MOTOR,cpc_group::Y02P,2,44668494; 118083135
assignee_cpc_group,assignee::UNIVERSITE PARIS CITE / PARIS DIDEROT,cpc_group::C01B,2,78510702; 71292352
assignee_cpc_group,assignee::UNIVERSITE PARIS CITE / PARIS DIDEROT,cpc_group::C07D,2,78510702; 71292352
assignee_cpc_group,assignee::UNIVERSITE PARIS CITE / PARIS DIDEROT,cpc_group::Y02E,2,73827816; 78510702
assignee_cpc_group,assignee::UNIVERSITY OF LIVERPOOL,cpc_group::C25B,2,92565798; 104791873
assignee_cpc_group,assignee::UNIVERSITY OF SZEGED,cpc_group::C25B,2,98314273; 107513925
assignee_cpc_group,assignee::XIAN JIAOTONG UNIVERSITY,cpc_group::C25B,2,103030257; 116440098
assignee_cpc_group,assignee::ZHEJIANG TIANDI ENV PROT TECHNOLOGY,cpc_group::C25B,2,109766128; 106866991
assignee_cpc_group,assignee::ZHEJIANG UNIVERSITY,cpc_group::Y02E,2,98666426; 101562974
assignee_cpc_group,assignee::ZHENGZHOU UNIVERSITY OF LIGHT INDUSTRY,cpc_group::C25B,2,106729837; 114777530
assignee_cpc_group,assignee::AIR COMPANY HOLDINGS,cpc_group::B82Y,1,82922217
assignee_cpc_group,assignee::AIR COMPANY HOLDINGS,cpc_group::C07C,1,82922217
assignee_cpc_group,assignee::AIR COMPANY HOLDINGS,cpc_group::C25B,1,82922217
assignee_cpc_group,assignee::AIR COMPANY HOLDINGS,cpc_group::Y02P,1,82922217
assignee_cpc_group,assignee::AIR LIQUIDE,cpc_group::C25B,1,92464691
assignee_cpc_group,assignee::AIST - NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE & TECHNOLOGY,cpc_group::C25B,1,88193055
assignee_cpc_group,assignee::AIST - NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE & TECHNOLOGY,cpc_group::Y02E,1,88193055
assignee_cpc_group,assignee::AKITA UNIVERSITY,cpc_group::C01B,1,86205375
assignee_cpc_group,assignee::AKITA UNIVERSITY,cpc_group::C01F,1,86205375
assignee_cpc_group,assignee::AKITA UNIVERSITY,cpc_group::C25B,1,86205375
assignee_cpc_group,assignee::ALLIANCE FOR SUSTAINABLE ENERGY,cpc_group::B01D,1,67443260
assignee_cpc_group,assignee::ALLIANCE FOR SUSTAINABLE ENERGY,cpc_group::C01B,1,67443260
assignee_cpc_group,assignee::ALLIANCE FOR SUSTAINABLE ENERGY,cpc_group::C10G,1,67443260
assignee_cpc_group,assignee::ALLIANCE FOR SUSTAINABLE ENERGY,cpc_group::C10K,1,67443260
assignee_cpc_group,assignee::ALLIANCE FOR SUSTAINABLE ENERGY,cpc_group::C25B,1,67443260
assignee_cpc_group,assignee::ALLIANCE FOR SUSTAINABLE ENERGY,cpc_group::F23C,1,67443260
assignee_cpc_group,assignee::ALLIANCE FOR SUSTAINABLE ENERGY,cpc_group::F23L,1,67443260
assignee_cpc_group,assignee::ALLIANCE FOR SUSTAINABLE ENERGY,cpc_group::Y02C,1,67443260
assignee_cpc_group,assignee::ALLIANCE FOR SUSTAINABLE ENERGY,cpc_group::Y02E,1,67443260
assignee_cpc_group,assignee::ALLIANCE FOR SUSTAINABLE ENERGY,cpc_group::Y02P,1,67443260
assignee_cpc_group,assignee::ANHUI YUANZHOU GREEN CARBON TECHNOLOGY,cpc_group::C25B,1,115590122
assignee_cpc_group,assignee::ARAMCO,cpc_group::C10G,1,66508929
assignee_cpc_group,assignee::ARAMCO,cpc_group::C10L,1,66508929
assignee_cpc_group,assignee::ARAMCO,cpc_group::F03G,1,66508929
assignee_cpc_group,assignee::ARAMCO,cpc_group::Y02B,1,66508929
assignee_cpc_group,assignee::ARKRAY,cpc_group::B01D,1,101368053
assignee_cpc_group,assignee::ARKRAY,cpc_group::B01J,1,101368053
assignee_cpc_group,assignee::ARKRAY,cpc_group::C01B,1,101368053
assignee_cpc_group,assignee::ARKRAY,cpc_group::C07C,1,101368053
assignee_cpc_group,assignee::ARKRAY,cpc_group::C22C,1,101368053
assignee_cpc_group,assignee::ARKRAY,cpc_group::C25B,1,101368053
assignee_cpc_group,assignee::BEIFANG UNIVERSITY OF NATIONALITIES,cpc_group::C25B,1,106179974
assignee_cpc_group,assignee::BEIFANG UNIVERSITY OF NATIONALITIES,cpc_group::Y02A,1,106179974
assignee_cpc_group,assignee::BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY,cpc_group::B01J,1,115970616
assignee_cpc_group,assignee::BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY,cpc_group::C01B,1,115970616
assignee_cpc_group,assignee::BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY,cpc_group::C07C,1,115970616
assignee_cpc_group,assignee::BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY,cpc_group::Y02P,1,115970616
assignee_cpc_group,assignee::BEIJING UNIVERSITY OF TECHNOLOGY,cpc_group::C01B,1,100868293
assignee_cpc_group,assignee::BEIJING UNIVERSITY OF TECHNOLOGY,cpc_group::C25B,1,100868293
assignee_cpc_group,assignee::BEIJING UNIVERSITY OF TECHNOLOGY,cpc_group::H01M,1,100868293
assignee_cpc_group,assignee::BEIJING UNIVERSITY OF TECHNOLOGY,cpc_group::Y02P,1,100868293
assignee_cpc_group,assignee::CARBON ENERGY TECHNOLOGY,cpc_group::C25B,1,113078510
assignee_cpc_group,assignee::CARBON ENERGY TECHNOLOGY,cpc_group::Y02E,1,113078510
assignee_cpc_group,assignee::CEA - COMMISSARIAT A L ENERGIE ATOMIQUE & AUX ENERGIES ALTERNATIVES,cpc_group::C07C,1,67597001
assignee_cpc_group,assignee::CEA - COMMISSARIAT A L ENERGIE ATOMIQUE & AUX ENERGIES ALTERNATIVES,cpc_group::C10G,1,67597001
assignee_cpc_group,assignee::CEA - COMMISSARIAT A L ENERGIE ATOMIQUE & AUX ENERGIES ALTERNATIVES,cpc_group::C10L,1,84993693
assignee_cpc_group,assignee::CEC SOLUTIONS,cpc_group::B01D,1,114628861
assignee_cpc_group,assignee::CEC SOLUTIONS,cpc_group::C25B,1,114628861
assignee_cpc_group,assignee::CEC SOLUTIONS,cpc_group::H01M,1,114628861
assignee_cpc_group,assignee::CENTRAL SOUTH UNIVERSITY,cpc_group::C25B,1,111953180
assignee_cpc_group,assignee::CERAMATEC,cpc_group::H01M,1,14919739
assignee_cpc_group,assignee::CERAMATEC,cpc_group::Y02E,1,14919739
assignee_cpc_group,assignee::CHANGZHOU GERUIKESI ENERGY TECHNOLOGY,cpc_group::D01D,1,118274866
assignee_cpc_group,assignee::CHANGZHOU GERUIKESI ENERGY TECHNOLOGY,cpc_group::D01F,1,118274866
assignee_cpc_group,assignee::CHANGZHOU GERUIKESI ENERGY TECHNOLOGY,cpc_group::Y02E,1,118274866
assignee_cpc_group,assignee::CHINA AUTOMOTIVE TECHNOLOGY & RESEARCH CENTER,cpc_group::B82Y,1,109733203
assignee_cpc_group,assignee::CHINA AUTOMOTIVE TECHNOLOGY & RESEARCH CENTER,cpc_group::C25B,1,109733203
assignee_cpc_group,assignee::CHINA AUTOMOTIVE TECHNOLOGY & RESEARCH CENTER,cpc_group::C25C,1,109733203
assignee_cpc_group,assignee::CHINA ELECTRONIC TECHNOLOGY,cpc_group::C25B,1,116773798
assignee_cpc_group,assignee::CHINA ELECTRONIC TECHNOLOGY,cpc_group::H01M,1,116773798
assignee_cpc_group,assignee::CHINA ELECTRONIC TECHNOLOGY,cpc_group::Y02E,1,116773798
assignee_cpc_group,assignee::CHINA HUADIAN ENGINEERING,cpc_group::C25B,1,113078510
assignee_cpc_group,assignee::CHINA HUADIAN ENGINEERING,cpc_group::Y02E,1,113078510
assignee_cpc_group,assignee::CHINA OCEAN UNIVERSITY,cpc_group::C25B,1,116720313
assignee_cpc_group,assignee::CHIYODA,cpc_group::B01D,1,83691812
assignee_cpc_group,assignee::CHIYODA,cpc_group::B01J,1,83691812
assignee_cpc_group,assignee::CHIYODA,cpc_group::C01B,1,83691812
assignee_cpc_group,assignee::CHIYODA,cpc_group::C25B,1,83691812
assignee_cpc_group,assignee::CHIYODA,cpc_group::Y02E,1,83691812
assignee_cpc_group,assignee::CHIYODA,cpc_group::Y02P,1,83691812
assignee_cpc_group,assignee::CHN ENERGY NEW ENERGY TECHNOLOGY RESEARCH INSTITUTE,cpc_group::B01J,1,105418286
assignee_cpc_group,assignee::CHN ENERGY NEW ENERGY TECHNOLOGY RESEARCH INSTITUTE,cpc_group::B82Y,1,105418286
assignee_cpc_group,assignee::CHN ENERGY NEW ENERGY TECHNOLOGY RESEARCH INSTITUTE,cpc_group::C01B,1,105418286
assignee_cpc_group,assignee::CHN ENERGY NEW ENERGY TECHNOLOGY RESEARCH INSTITUTE,cpc_group::C01G,1,105418286
assignee_cpc_group,assignee::CHN ENERGY NEW ENERGY TECHNOLOGY RESEARCH INSTITUTE,cpc_group::C01P,1,105418286
assignee_cpc_group,assignee::CHN ENERGY NEW ENERGY TECHNOLOGY RESEARCH INSTITUTE,cpc_group::C25B,1,105418286
assignee_cpc_group,assignee::CHN ENERGY NEW ENERGY TECHNOLOGY RESEARCH INSTITUTE,cpc_group::Y02E,1,105418286
assignee_cpc_group,assignee::COLORADO SCHOOL OF MINES,cpc_group::B01D,1,67443260
assignee_cpc_group,assignee::COLORADO SCHOOL OF MINES,cpc_group::C01B,1,67443260
assignee_cpc_group,assignee::COLORADO SCHOOL OF MINES,cpc_group::C10G,1,67443260
assignee_cpc_group,assignee::COLORADO SCHOOL OF MINES,cpc_group::C10K,1,67443260
assignee_cpc_group,assignee::COLORADO SCHOOL OF MINES,cpc_group::C25B,1,67443260
assignee_cpc_group,assignee::COLORADO SCHOOL OF MINES,cpc_group::F23C,1,67443260
assignee_cpc_group,assignee::COLORADO SCHOOL OF MINES,cpc_group::F23L,1,67443260
assignee_cpc_group,assignee::COLORADO SCHOOL OF MINES,cpc_group::Y02C,1,67443260
assignee_cpc_group,assignee::COLORADO SCHOOL OF MINES,cpc_group::Y02E,1,67443260
assignee_cpc_group,assignee::COLORADO SCHOOL OF MINES,cpc_group::Y02P,1,67443260
assignee_cpc_group,assignee::CONCORD SPIRITS,cpc_group::B82Y,1,82922217
assignee_cpc_group,assignee::CONCORD SPIRITS,cpc_group::C07C,1,82922217
assignee_cpc_group,assignee::CONCORD SPIRITS,cpc_group::C25B,1,82922217
assignee_cpc_group,assignee::CONCORD SPIRITS,cpc_group::Y02P,1,82922217
assignee_cpc_group,assignee::CSSC HANDAN PERIC HYDROGEN ENERGY TECHNOLOGY,cpc_group::C25B,1,116440098
assignee_cpc_group,assignee::D CRBN,cpc_group::B01J,1,107376902
assignee_cpc_group,assignee::D CRBN,cpc_group::C01B,1,107376902
assignee_cpc_group,assignee::DAICEL,cpc_group::C25B,1,114240811
assignee_cpc_group,assignee::DAIKIN INDUSTRIES,cpc_group::B01D,1,101368053
assignee_cpc_group,assignee::DAIKIN INDUSTRIES,cpc_group::B01J,1,101368053
assignee_cpc_group,assignee::DAIKIN INDUSTRIES,cpc_group::C01B,1,101368053
assignee_cpc_group,assignee::DAIKIN INDUSTRIES,cpc_group::C07C,1,101368053
assignee_cpc_group,assignee::DAIKIN INDUSTRIES,cpc_group::C22C,1,101368053
assignee_cpc_group,assignee::DAIKIN INDUSTRIES,cpc_group::C25B,1,101368053
assignee_cpc_group,assignee::DALIAN INSTITUTE OF CHEMICAL PHYSICS CHINESE ACADEMY OF SCIENCES,cpc_group::B01J,1,116688896
assignee_cpc_group,assignee::DALIAN INSTITUTE OF CHEMICAL PHYSICS CHINESE ACADEMY OF SCIENCES,cpc_group::C01B,1,116688896
assignee_cpc_group,assignee::DALIAN INSTITUTE OF CHEMICAL PHYSICS CHINESE ACADEMY OF SCIENCES,cpc_group::C01G,1,105343084
assignee_cpc_group,assignee::DALIAN INSTITUTE OF CHEMICAL PHYSICS CHINESE ACADEMY OF SCIENCES,cpc_group::C01P,1,105343084
assignee_cpc_group,assignee::DALIAN INSTITUTE OF CHEMICAL PHYSICS CHINESE ACADEMY OF SCIENCES,cpc_group::C08G,1,116688896
assignee_cpc_group,assignee::DALIAN INSTITUTE OF CHEMICAL PHYSICS CHINESE ACADEMY OF SCIENCES,cpc_group::C09K,1,116688896
assignee_cpc_group,assignee::DALIAN INSTITUTE OF CHEMICAL PHYSICS CHINESE ACADEMY OF SCIENCES,cpc_group::D01F,1,116688896
assignee_cpc_group,assignee::DALIAN INSTITUTE OF CHEMICAL PHYSICS CHINESE ACADEMY OF SCIENCES,cpc_group::Y02E,1,105343084
assignee_cpc_group,assignee::DALIAN UNIVERSITY,cpc_group::C07C,1,116013304
assignee_cpc_group,assignee::DALIAN UNIVERSITY,cpc_group::C25B,1,116013304
assignee_cpc_group,assignee::DALIAN UNIVERSITY OF TECHNOLOGY,cpc_group::B82Y,1,116876860
assignee_cpc_group,assignee::DALIAN UNIVERSITY OF TECHNOLOGY,cpc_group::C23C,1,116876860
assignee_cpc_group,assignee::DALIAN UNIVERSITY OF TECHNOLOGY,cpc_group::Y02E,1,102226793
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::B01D,1,1913318
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::C01B,1,1913318
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::C02F,1,72680476
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::C08J,1,72680476
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::C10G,1,79681795
assignee_cpc_group,assignee::DIOXIDE MATERIALS,cpc_group::Y02A,1,1913318
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::B01D,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::B01J,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::C01B,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::C07B,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::C07C,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::C10G,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::C12P,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::C21B,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::C21C,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::C22B,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::C25B,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::E21B,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::F25J,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::F27D,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::G01N,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::H01M,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::Y02C,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::Y02E,1,107739736
assignee_cpc_group,assignee::DIOXYCLE,cpc_group::Y02P,1,107739736
assignee_cpc_group,assignee::DONG EUI UNIVERSITY INDUSTRY ACADEMIC COOPERATIONFOUNDATION,cpc_group::C25B,1,71965537
assignee_cpc_group,assignee::DONGHUA UNIVERSITY,cpc_group::B01J,1,115484302
assignee_cpc_group,assignee::DONGHUA UNIVERSITY,cpc_group::B22F,1,115484302
